request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_188,26.3,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 2464 request. Although EUR 26.30 is available today, the full amount cannot be completed safely within 90 days."
request_189,488.4,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,Pay EUR 488.40 today. This leaves at least EUR 400 available over the next 90 days.
request_190,528.67,affordable_later,wait,2025-02-15:2557.50,2025-02-15,none,"Wait until 15 February 2025, then pay EUR 2557.50 in full. Paying sooner would put the EUR 1600 minimum at risk."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,Pay EUR 664.40 today. This leaves at least EUR 500 available over the next 90 days.
request_192,196.96,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 2046 request. Although USD 196.96 is available today, the full amount cannot be completed safely within 90 days."
request_193,23.01,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-05-15,none,"Use 3 installments of EUR 420.23, starting 21 March 2024. This leaves at least EUR 1000 available."
request_194,39279.33,affordable_later,wait,2025-10-23:132800,2025-10-23,none,"Wait until 23 October 2025, then pay INR 132800 in full. Paying sooner would put the INR 113600 minimum at risk."
request_195,1035.8,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-01-15,none,"Use 3 installments of EUR 405.74, starting 9 January 2026. This leaves at least EUR 700 available."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,Pay EUR 762.30 today. This leaves at least EUR 500 available over the next 90 days.
request_197,21755630.56,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 50939000 request. Although IDR 21755630.56 is available today, the full amount cannot be completed safely within 90 days."
request_198,185800.0,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,Pay INR 185800 today. This leaves at least INR 124300 available over the next 90 days.
request_199,23674000.0,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8206986.67, starting 7 September 2024. This leaves at least IDR 25359500 available."
request_200,21717000.0,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,Pay IDR 21717000 today. This leaves at least IDR 20114600 available over the next 90 days.
request_201,23997000.0,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,Pay IDR 23997000 today. This leaves at least IDR 17304500 available over the next 90 days.
request_202,123900.0,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,Pay INR 123900 today. This leaves at least INR 147800 available over the next 90 days.
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 10 May 2025. This leaves at least EUR 1400 available."
request_204,588.74,affordable_now,full_payment,2026-01-04:588.74,2026-01-04,none,Pay EUR 588.74 today. This leaves at least EUR 1300 available over the next 90 days.
request_205,10621000.0,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,Pay IDR 10621000 today. This leaves at least IDR 13994300 available over the next 90 days.
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 3 August 2025. This leaves at least EUR 900 available."
request_207,4205.61,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Wait until 15 July 2026, then pay ZAR 11830 in full. Paying sooner would put the ZAR 13600 minimum at risk."
request_208,3769831.06,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,"Wait until 15 June 2024, then pay IDR 4413000 in full. Paying sooner would put the IDR 10470700 minimum at risk."
request_209,1808.74,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 56914 request. Although ZAR 1808.74 is available today, the full amount cannot be completed safely within 90 days."
request_210,965.41,affordable_with_plan,partial_payment,2026-04-06:965.41|2026-04-15:394.61,2026-04-15,none,Pay USD 965.41 today and the remaining USD 394.61 on 15 April 2026. This completes the full request and keeps the USD 2000 minimum protected.
request_211,288.07,affordable_later,wait,2024-11-15:1788.60,2024-11-15,none,"Wait until 15 November 2024, then pay EUR 1788.60 in full. Paying sooner would put the EUR 1500 minimum at risk."
request_212,5403486.06,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 71934000 request. Although IDR 5403486.06 is available today, the full amount cannot be completed safely within 90 days."
request_213,2756.38,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 3362.40 request. Although USD 2756.38 is available today, the full amount cannot be completed safely within 90 days."
request_214,56132.67,affordable_with_plan,partial_payment,2024-12-04:56132.67|2024-12-15:13617.33,2024-12-15,none,Pay INR 56132.67 today and the remaining INR 13617.33 on 15 December 2024. This completes the full request and keeps the INR 174900 minimum protected.
request_215,29986.0,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10395.15, starting 9 May 2025. This leaves at least ZAR 15700 available."
request_216,472.13,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 3332.40 request. Although USD 472.13 is available today, the full amount cannot be completed safely within 90 days."
request_217,21082.36,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-15,none,"Use 3 installments of ZAR 12889.07, starting 19 March 2024. This leaves at least ZAR 26800 available."
request_218,24552135.34,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Use 3 installments of IDR 21195893.33, starting 7 August 2025. This leaves at least IDR 34477200 available."
request_219,784.4,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-05-15,none,"Use 3 installments of EUR 580.01, starting 7 April 2026. This leaves at least EUR 1100 available."
request_220,50.71,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 3118.50 request. Although EUR 50.71 is available today, the full amount cannot be completed safely within 90 days."
request_221,109800.0,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Pay INR 109800 today. This leaves at least INR 81500 available over the next 90 days.
request_222,34078.0,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Pay ZAR 34078 today. This leaves at least ZAR 27300 available over the next 90 days.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay EUR 898.70 today. This leaves at least EUR 800 available over the next 90 days.
request_224,9894269.18,affordable_with_plan,partial_payment,2025-02-04:9894269.18|2025-02-15:432730.82,2025-02-15,none,Pay IDR 9894269.18 today and the remaining IDR 432730.82 on 15 February 2025. This completes the full request and keeps the IDR 22187600 minimum protected.
request_225,10696987.71,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-15,none,"Use 3 installments of IDR 7647120, starting 20 July 2026. This leaves at least IDR 17670700 available."
request_226,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 15 January 2025. None of the available options keeps the INR 209400 minimum protected.
request_227,7699.12,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 259700 request. Although INR 7699.12 is available today, the full amount cannot be completed safely within 90 days."
request_228,1327679.29,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 63327000 request. Although IDR 1327679.29 is available today, the full amount cannot be completed safely within 90 days."
request_229,420.82,not_affordable,not_recommended,none,2024-05-15,none,"Do not proceed with the EUR 1526.80 request. Although EUR 420.82 is available today, the full amount cannot be completed safely within 90 days."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,Pay EUR 3537.60 today. This leaves at least EUR 2000 available over the next 90 days.
request_231,32362.43,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-15,none,"Use 3 installments of ZAR 12378.08, starting 6 January 2026. This leaves at least ZAR 24300 available."
request_232,251.7,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1970.10 request. Although EUR 251.70 is available today, the full amount cannot be completed safely within 90 days."
request_233,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 17 December 2025. None of the available options keeps the IDR 10365700 minimum protected.
request_234,184.65,affordable_later,wait,2026-09-15:1213.30,2026-09-15,none,"Wait until 15 September 2026, then pay EUR 1213.30 in full. Paying sooner would put the EUR 700 minimum at risk."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,Pay USD 967.20 today. This leaves at least USD 700 available over the next 90 days.
request_236,6081340.68,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 52383000 request. Although IDR 6081340.68 is available today, the full amount cannot be completed safely within 90 days."
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Pay IDR 23826000 today. This leaves at least IDR 22431500 available over the next 90 days.
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 7 December 2024. This leaves at least USD 700 available."
request_239,642.0,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642 today. This leaves at least USD 600 available over the next 90 days.
request_240,14534.05,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 101200 request. Although INR 14534.05 is available today, the full amount cannot be completed safely within 90 days."
request_241,21052000.0,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7298026.67, starting 17 March 2024. This leaves at least IDR 19252000 available."
request_242,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 25 August 2025. None of the available options keeps the EUR 600 minimum protected.
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Pay ZAR 17468 today. This leaves at least ZAR 19900 available over the next 90 days.
request_244,49918.0,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,Pay ZAR 49918 today. This leaves at least ZAR 45900 available over the next 90 days.
request_245,31297.79,affordable_later,wait,2026-01-15:128500,2026-01-15,none,"Wait until 15 January 2026, then pay INR 128500 in full. Paying sooner would put the INR 94600 minimum at risk."
request_246,64086.0,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22216.48, starting 3 April 2026. This leaves at least ZAR 39300 available."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,Pay EUR 1059.30 today. This leaves at least EUR 1300 available over the next 90 days.
request_248,907.16,affordable_with_plan,partial_payment,2025-02-07:907.16|2025-04-24:1058.44,2025-04-24,none,Pay USD 907.16 today and the remaining USD 1058.44 on 24 April 2025. This completes the full request and keeps the USD 1300 minimum protected.
request_249,158.97,affordable_later,wait,2026-03-15:643.20,2026-03-15,none,"Wait until 15 March 2026, then pay USD 643.20 in full. Paying sooner would put the USD 600 minimum at risk."
request_250,16056.71,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 124278 request. Although ZAR 16056.71 is available today, the full amount cannot be completed safely within 90 days."
request_251,662.21,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1513.60 request. Although EUR 662.21 is available today, the full amount cannot be completed safely within 90 days."
request_252,3553677.74,affordable_later,wait,2026-09-15:28082000,2026-09-15,none,"Wait until 15 September 2026, then pay IDR 28082000 in full. Paying sooner would put the IDR 15152200 minimum at risk."
request_253,1463.74,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-05-15,none,"Use 3 installments of EUR 984.60, starting 21 March 2024. This leaves at least EUR 2300 available."
request_254,627.67,affordable_later,wait,2025-10-15:3535.20,2025-10-15,none,"Wait until 15 October 2025, then pay USD 3535.20 in full. Paying sooner would put the USD 2500 minimum at risk."
request_255,1687704.66,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 3345000 request. Although IDR 1687704.66 is available today, the full amount cannot be completed safely within 90 days."
request_256,154879.83,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-07-15,none,"Use 3 installments of INR 75816, starting 10 June 2024. This leaves at least INR 168600 available."
request_257,440.5,affordable_later,wait,2026-01-15:1352.40,2026-01-15,none,"Wait until 15 January 2026, then pay USD 1352.40 in full. Paying sooner would put the USD 1600 minimum at risk."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,Pay USD 1113.60 today. This leaves at least USD 500 available over the next 90 days.
request_259,212.1,affordable_later,wait,2024-11-15:935,2024-11-15,none,"Wait until 15 November 2024, then pay EUR 935 in full. Paying sooner would put the EUR 600 minimum at risk."
request_260,7773408.05,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 52079000 request. Although IDR 7773408.05 is available today, the full amount cannot be completed safely within 90 days."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,Pay EUR 1830.40 today. This leaves at least EUR 1500 available over the next 90 days.
request_262,9163948.12,affordable_with_plan,full_payment,2024-12-05:9236000,2025-02-15,reduce_to:event_24094:541500,"Apply spending changes (reduce event_24094 to IDR 541500), then pay IDR 9236000 today. This leaves at least IDR 31018500 available."
request_263,6537.64,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 51546 request. Although ZAR 6537.64 is available today, the full amount cannot be completed safely within 90 days."
request_264,27072.12,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"Wait until 15 June 2026, then pay INR 111300 in full. Paying sooner would put the INR 59500 minimum at risk."
request_265,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 21 March 2024. None of the available options keeps the INR 189700 minimum protected.
request_266,796.05,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-09-15,none,"Use 3 installments of EUR 324.13, starting 3 August 2025. This leaves at least EUR 900 available."
request_267,1693.76,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-02-15,none,"Use 3 installments of EUR 667.33, starting 8 January 2026. This leaves at least EUR 1500 available."
request_268,1061.93,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Use 3 installments of EUR 841.22, starting 14 June 2024. This leaves at least EUR 1400 available."
request_269,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2 January 2026. None of the available options keeps the ZAR 23100 minimum protected.
request_270,96.77,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 3028.80 request. Although USD 96.77 is available today, the full amount cannot be completed safely within 90 days."
request_271,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 15 November 2024. None of the available options keeps the INR 58200 minimum protected.
request_272,5420361.49,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"Use 3 installments of IDR 4709466.67, starting 12 February 2025. This leaves at least IDR 7508600 available."
request_273,10948756.31,affordable_with_plan,installments,2026-04-07:5498480|2026-05-05:5498480|2026-06-02:5498480,2026-04-15,none,"Use 3 installments of IDR 5498480, starting 7 April 2026. This leaves at least IDR 18774600 available."
request_274,2197.22,not_affordable,not_recommended,none,2025-01-15,none,"Do not proceed with the EUR 2713.70 request. Although EUR 2197.22 is available today, the full amount cannot be completed safely within 90 days."
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Pay IDR 15884000 today. This leaves at least IDR 12760100 available over the next 90 days.
